student_name,"skills",years_of_experience,cgpa,projects,label
Vikram Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",1,8.04,Robotics Arm,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",1.7,9.45,Robotics Arm,1
Aarav Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",3.9,8.71,FPGA Based Design,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",1,8.93,Robotics Arm,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",1.5,7.95,IoT Weather Station,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",2.4,8.13,Wireless Communication Model,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",4,9.59,Image Processing System,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.5,7.55,Wireless Communication Model,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",4.9,9.85,Smart Home Automation,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",4.9,8.75,AI Based Fault Detection,1
Aditya Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",3.9,10,Smart Home Automation,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.4,8.41,AI Based Fault Detection,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",1.3,9.59,Signal Analyzer,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",3.5,9.52,FPGA Based Design,1
Aarav Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3.6,8.14,Image Processing System,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.8,9.35,IoT Weather Station,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",1.9,9.95,FPGA Based Design,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.6,7.75,AI Based Fault Detection,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.1,7.97,Wireless Communication Model,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",1.5,7.79,Signal Analyzer,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2,9.37,Signal Analyzer,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4,8.63,Signal Analyzer,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, IoT, Verilog",4.2,8.55,Wireless Communication Model,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.8,7.56,Image Processing System,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",3.3,8.47,Robotics Arm,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",1.5,8.71,Robotics Arm,1
Rahul Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.4,7.65,Signal Analyzer,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",1.9,8.97,IoT Weather Station,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2.7,9.49,Image Processing System,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",4.5,7.88,FPGA Based Design,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",4.4,9.97,FPGA Based Design,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",2.4,7.66,Robotics Arm,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",2.9,7.57,Robotics Arm,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",1.7,9.31,Image Processing System,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",3.9,9.75,FPGA Based Design,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",1.9,8.65,IoT Weather Station,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.7,8.7,Robotics Arm,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.3,8.56,IoT Weather Station,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",4.1,9.4,Smart Home Automation,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.3,8.36,AI Based Fault Detection,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.4,9.54,Smart Home Automation,1
Sai Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",3.5,8.11,IoT Weather Station,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.9,8.93,Image Processing System,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, C Programming, IoT",4.4,8.07,IoT Weather Station,1
Arjun Singh,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.4,8.14,IoT Weather Station,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",2.3,8.38,Smart Home Automation,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",4.7,7.76,Image Processing System,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",2.9,7.6,IoT Weather Station,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4.4,9.25,Smart Home Automation,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.1,7.56,FPGA Based Design,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",2.5,9.01,Signal Analyzer,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",1,7.81,Smart Home Automation,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2,8.93,Wireless Communication Model,1
Kiran Sharma,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.7,7.96,Signal Analyzer,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",1.6,9.01,Wireless Communication Model,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2.7,9.45,Robotics Arm,1
Kiran Sharma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.1,9.45,Robotics Arm,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.4,9.33,AI Based Fault Detection,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",1.9,8.64,Signal Analyzer,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4,9.73,Robotics Arm,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.6,8.02,IoT Weather Station,1
Vikram Iyer,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3,7.52,FPGA Based Design,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",4.9,8.31,Wireless Communication Model,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",1.3,9.34,FPGA Based Design,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",2.2,8.91,AI Based Fault Detection,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.4,7.68,FPGA Based Design,1
Vihaan Kumar,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",1.3,9.48,Smart Home Automation,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.8,8.65,Smart Home Automation,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",4.9,7.89,Wireless Communication Model,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",2.5,8.56,AI Based Fault Detection,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",3.2,8.06,AI Based Fault Detection,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",3.2,8.76,FPGA Based Design,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2,7.96,Signal Analyzer,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.5,9.31,FPGA Based Design,1
Sai Verma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4,9.55,AI Based Fault Detection,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.7,8.29,IoT Weather Station,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.1,8.93,Signal Analyzer,1
Krishna Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",4.8,8.79,Smart Home Automation,1
Arjun Patel,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",1.9,9.74,Signal Analyzer,1
Rohan Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",3,8.53,Smart Home Automation,1
Rohan Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.2,7.83,Image Processing System,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",4.9,9.6,FPGA Based Design,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.6,7.83,Wireless Communication Model,1
Kiran Kumar,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.5,9.12,IoT Weather Station,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",3,9.15,IoT Weather Station,1
Vikram Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",4.2,9.41,Wireless Communication Model,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4.9,8.89,Signal Analyzer,1
Arjun Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.9,8.19,Image Processing System,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.5,7.87,Robotics Arm,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.3,9.66,Signal Analyzer,1
Krishna Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2.8,8.44,IoT Weather Station,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",1.4,9.18,AI Based Fault Detection,1
Aarav Iyer,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",3.3,9.35,Signal Analyzer,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.1,8.76,IoT Weather Station,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4,8.87,Signal Analyzer,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",2.6,9.47,Signal Analyzer,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3,8.69,Wireless Communication Model,1
Sai Singh,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.1,8.28,Wireless Communication Model,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",2.1,9.65,IoT Weather Station,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4.9,8.3,Wireless Communication Model,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",1.3,9.85,Wireless Communication Model,1
Aarav Patel,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",1.2,7.77,Smart Home Automation,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",2.3,7.73,Signal Analyzer,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",3.1,8.94,FPGA Based Design,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.6,9.92,Image Processing System,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",1.7,8.39,Signal Analyzer,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4.4,9.23,Robotics Arm,1
Krishna Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",3,7.64,Signal Analyzer,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.8,9.46,Signal Analyzer,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",2,8.51,FPGA Based Design,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",3,8.2,Wireless Communication Model,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.3,7.98,Signal Analyzer,1
Arjun Iyer,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.2,8.8,Image Processing System,1
Vihaan Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.6,8.28,Image Processing System,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.9,9.91,AI Based Fault Detection,1
Kiran Singh,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.8,8.21,Image Processing System,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.2,8.92,Smart Home Automation,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",2.7,9.72,Signal Analyzer,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",4,9.91,Image Processing System,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",2.7,8.52,Robotics Arm,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.5,9.34,Smart Home Automation,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",1.8,8.21,IoT Weather Station,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, IoT, Verilog",4.5,8.74,Wireless Communication Model,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",1.8,9.04,Signal Analyzer,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",1.7,9.84,AI Based Fault Detection,1
Aditya Patel,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",1.3,8.78,Robotics Arm,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",1.3,9.38,Robotics Arm,1
Aditya Verma,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",1.2,9.62,Image Processing System,1
Vikram Gupta,"Embedded Systems, Python, Machine Learning, Verilog, IoT",2.3,7.57,Signal Analyzer,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",2.4,8.05,Smart Home Automation,1
Rohan Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",4.9,7.75,FPGA Based Design,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.4,9.09,Wireless Communication Model,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.1,8.56,AI Based Fault Detection,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",2.1,8.63,FPGA Based Design,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",2.8,8.87,Robotics Arm,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",2.3,9.97,Robotics Arm,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.2,8.47,Signal Analyzer,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.9,8.16,Wireless Communication Model,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",1.7,8.29,FPGA Based Design,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",4.7,7.7,Signal Analyzer,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",1,9.28,Wireless Communication Model,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.2,8.23,Smart Home Automation,1
Krishna Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",4.8,7.91,IoT Weather Station,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.9,8.87,Image Processing System,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",3.4,8.65,FPGA Based Design,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, Verilog, IoT",2.2,9.83,Image Processing System,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",4.1,7.66,Smart Home Automation,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2.4,7.68,Signal Analyzer,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",1.3,8.77,Signal Analyzer,1
Arjun Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",4,9.38,Image Processing System,1
Sai Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4.9,9.04,Wireless Communication Model,1
Krishna Naidu,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.4,9.08,Wireless Communication Model,1
Kiran Singh,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",2.6,9.76,Wireless Communication Model,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",2.2,7.73,FPGA Based Design,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",4.5,9.03,Smart Home Automation,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",4.6,9.71,IoT Weather Station,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2.2,9.18,Smart Home Automation,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.7,9.8,FPGA Based Design,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",3.7,9.37,FPGA Based Design,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",2.7,9.37,FPGA Based Design,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",3.3,9.77,Image Processing System,1
Aditya Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2.8,9.31,Wireless Communication Model,1
Sai Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",1.7,8.12,IoT Weather Station,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",2.5,8.89,Wireless Communication Model,1
